Series,Status,Apps.,Part Number,Previous Part Number,Capacitance,Size(LxW),T(max),Rated Volt.[Vdc],Temperature Characteristic,Cap. Tole.,tanδ(max) [%],Q(min),Temp.[℃],Case Size(EIA/JIS),Dimension L,Dimension W,Dimension T,Standard Quantity,RoHS,Q200
Multilayer Ceramic Capacitors (Temperature compensating type) for Medical Devices classified as GHTF Class C (Japan Class III),Mass Production,(M)Medical (International Class. Ⅲ）,MMASU063SCG820JFNA18,UMK063CG820JT8F,82 pF,0.6x0.3,0.33,50,C0G/CG,± 5 %,,1000,-55 to +125,0201/0603,0.6 ±0.03,0.3 ±0.03,0.3 ±0.03,Taping Paper 15000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for Medical Devices classified as GHTF Class C (Japan Class III),Mass Production,(M)Medical (International Class. Ⅲ）,MMASU063SCG910JFNA18,UMK063CG910JT8F,91 pF,0.6x0.3,0.33,50,C0G/CG,± 5 %,,1000,-55 to +125,0201/0603,0.6 ±0.03,0.3 ±0.03,0.3 ±0.03,Taping Paper 15000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for Medical Devices classified as GHTF Class C (Japan Class III),Mass Production,(M)Medical (International Class. Ⅲ）,MMASU063SCG101JFNA18,UMK063CG101JT8F,100 pF,0.6x0.3,0.33,50,C0G/CG,± 5 %,,1000,-55 to +125,0201/0603,0.6 ±0.03,0.3 ±0.03,0.3 ±0.03,Taping Paper 15000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for Medical Devices classified as GHTF Class C (Japan Class III),Mass Production,(M)Medical (International Class. Ⅲ）,MMASU063SCG111JFNA18,UMK063CG111JT8F,110 pF,0.6x0.3,0.33,50,C0G/CG,± 5 %,,1000,-55 to +125,0201/0603,0.6 ±0.03,0.3 ±0.03,0.3 ±0.03,Taping Paper 15000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for Medical Devices classified as GHTF Class C (Japan Class III),Mass Production,(M)Medical (International Class. Ⅲ）,MMASU063SCG121JFNA18,UMK063CG121JT8F,120 pF,0.6x0.3,0.33,50,C0G/CG,± 5 %,,1000,-55 to +125,0201/0603,0.6 ±0.03,0.3 ±0.03,0.3 ±0.03,Taping Paper 15000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for Medical Devices classified as GHTF Class C (Japan Class III),Mass Production,(M)Medical (International Class. Ⅲ）,MMASU063SCG131JFNA18,UMK063CG131JT8F,130 pF,0.6x0.3,0.33,50,C0G/CG,± 5 %,,1000,-55 to +125,0201/0603,0.6 ±0.03,0.3 ±0.03,0.3 ±0.03,Taping Paper 15000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for Medical Devices classified as GHTF Class C (Japan Class III),Mass Production,(M)Medical (International Class. Ⅲ）,MMASU063SCG151JFNA18,UMK063CG151JT8F,150 pF,0.6x0.3,0.33,50,C0G/CG,± 5 %,,1000,-55 to +125,0201/0603,0.6 ±0.03,0.3 ±0.03,0.3 ±0.03,Taping Paper 15000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for Medical Devices classified as GHTF Class C (Japan Class III),Mass Production,(M)Medical (International Class. Ⅲ）,MMASU063SCG181JFNA18,UMK063CG181JT8F,180 pF,0.6x0.3,0.33,50,C0G/CG,± 5 %,,1000,-55 to +125,0201/0603,0.6 ±0.03,0.3 ±0.03,0.3 ±0.03,Taping Paper 15000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for Medical Devices classified as GHTF Class C (Japan Class III),Mass Production,(M)Medical (International Class. Ⅲ）,MMASU063SCG201JFNA18,UMK063CG201JT8F,200 pF,0.6x0.3,0.33,50,C0G/CG,± 5 %,,1000,-55 to +125,0201/0603,0.6 ±0.03,0.3 ±0.03,0.3 ±0.03,Taping Paper 15000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for Medical Devices classified as GHTF Class C (Japan Class III),Mass Production,(M)Medical (International Class. Ⅲ）,MMASU063SCG221JFNA18,UMK063CG221JT8F,220 pF,0.6x0.3,0.33,50,C0G/CG,± 5 %,,1000,-55 to +125,0201/0603,0.6 ±0.03,0.3 ±0.03,0.3 ±0.03,Taping Paper 15000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for Medical Devices classified as GHTF Class C (Japan Class III),Mass Production,(M)Medical (International Class. Ⅲ）,MMASU105SCG0R5CFNA18,UMK105CG0R5CV8F,0.5 pF,1.0x0.5,0.55,50,C0G/CG,± 0.25pF,,410,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for Medical Devices classified as GHTF Class C (Japan Class III),Mass Production,(M)Medical (International Class. Ⅲ）,MMASU105SCG010CFNA18,UMK105CG010CV8F,1 pF,1.0x0.5,0.55,50,C0G/CG,± 0.25pF,,420,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for Medical Devices classified as GHTF Class C (Japan Class III),Mass Production,(M)Medical (International Class. Ⅲ）,MMASU105SCG1R5CFNA18,UMK105CG1R5CV8F,1.5 pF,1.0x0.5,0.55,50,C0G/CG,± 0.25pF,,430,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for Medical Devices classified as GHTF Class C (Japan Class III),Mass Production,(M)Medical (International Class. Ⅲ）,MMASU105SCG020CFNA18,UMK105CG020CV8F,2 pF,1.0x0.5,0.55,50,C0G/CG,± 0.25pF,,440,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for Medical Devices classified as GHTF Class C (Japan Class III),Mass Production,(M)Medical (International Class. Ⅲ）,MMASU105SCG030CFNA18,UMK105CG030CV8F,3 pF,1.0x0.5,0.55,50,C0G/CG,± 0.25pF,,460,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for Medical Devices classified as GHTF Class C (Japan Class III),Mass Production,(M)Medical (International Class. Ⅲ）,MMASU105SCG040CFNA18,UMK105CG040CV8F,4 pF,1.0x0.5,0.55,50,C0G/CG,± 0.25pF,,480,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for Medical Devices classified as GHTF Class C (Japan Class III),Mass Production,(M)Medical (International Class. Ⅲ）,MMASU105SCG050CFNA18,UMK105CG050CV8F,5 pF,1.0x0.5,0.55,50,C0G/CG,± 0.25pF,,500,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for Medical Devices classified as GHTF Class C (Japan Class III),Mass Production,(M)Medical (International Class. Ⅲ）,MMASU105SCG060DFNA18,UMK105CG060DV8F,6 pF,1.0x0.5,0.55,50,C0G/CG,± 0.5pF,,520,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for Medical Devices classified as GHTF Class C (Japan Class III),Mass Production,(M)Medical (International Class. Ⅲ）,MMASU105SCG070DFNA18,UMK105CG070DV8F,7 pF,1.0x0.5,0.55,50,C0G/CG,± 0.5pF,,540,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for Medical Devices classified as GHTF Class C (Japan Class III),Mass Production,(M)Medical (International Class. Ⅲ）,MMASU105SCG080DFNA18,UMK105CG080DV8F,8 pF,1.0x0.5,0.55,50,C0G/CG,± 0.5pF,,560,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for Medical Devices classified as GHTF Class C (Japan Class III),Mass Production,(M)Medical (International Class. Ⅲ）,MMASU105SCG090DFNA18,UMK105CG090DV8F,9 pF,1.0x0.5,0.55,50,C0G/CG,± 0.5pF,,580,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for Medical Devices classified as GHTF Class C (Japan Class III),Mass Production,(M)Medical (International Class. Ⅲ）,MMASU105SCG100DFNA18,UMK105CG100DV8F,10 pF,1.0x0.5,0.55,50,C0G/CG,± 0.5pF,,600,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for Medical Devices classified as GHTF Class C (Japan Class III),Mass Production,(M)Medical (International Class. Ⅲ）,MMASU105SCG120JFNA18,UMK105CG120JV8F,12 pF,1.0x0.5,0.55,50,C0G/CG,± 5 %,,640,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for Medical Devices classified as GHTF Class C (Japan Class III),Mass Production,(M)Medical (International Class. Ⅲ）,MMASU105SCG150JFNA18,UMK105CG150JV8F,15 pF,1.0x0.5,0.55,50,C0G/CG,± 5 %,,700,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for Medical Devices classified as GHTF Class C (Japan Class III),Mass Production,(M)Medical (International Class. Ⅲ）,MMASU105SCG180JFNA18,UMK105CG180JV8F,18 pF,1.0x0.5,0.55,50,C0G/CG,± 5 %,,760,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for Medical Devices classified as GHTF Class C (Japan Class III),Mass Production,(M)Medical (International Class. Ⅲ）,MMASU105SCG220JFNA18,UMK105CG220JV8F,22 pF,1.0x0.5,0.55,50,C0G/CG,± 5 %,,840,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for Medical Devices classified as GHTF Class C (Japan Class III),Mass Production,(M)Medical (International Class. Ⅲ）,MMASU105SCG270JFNA18,UMK105CG270JV8F,27 pF,1.0x0.5,0.55,50,C0G/CG,± 5 %,,940,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for Medical Devices classified as GHTF Class C (Japan Class III),Mass Production,(M)Medical (International Class. Ⅲ）,MMASU105SCG330JFNA18,UMK105CG330JV8F,33 pF,1.0x0.5,0.55,50,C0G/CG,± 5 %,,1000,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for Medical Devices classified as GHTF Class C (Japan Class III),Mass Production,(M)Medical (International Class. Ⅲ）,MMASU105SCG390JFNA18,UMK105CG390JV8F,39 pF,1.0x0.5,0.55,50,C0G/CG,± 5 %,,1000,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for Medical Devices classified as GHTF Class C (Japan Class III),Mass Production,(M)Medical (International Class. Ⅲ）,MMASU105SCG470JFNA18,UMK105CG470JV8F,47 pF,1.0x0.5,0.55,50,C0G/CG,± 5 %,,1000,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for Medical Devices classified as GHTF Class C (Japan Class III),Mass Production,(M)Medical (International Class. Ⅲ）,MMASU105SCG560JFNA18,UMK105CG560JV8F,56 pF,1.0x0.5,0.55,50,C0G/CG,± 5 %,,1000,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for Medical Devices classified as GHTF Class C (Japan Class III),Mass Production,(M)Medical (International Class. Ⅲ）,MMASU105SCG680JFNA18,UMK105CG680JV8F,68 pF,1.0x0.5,0.55,50,C0G/CG,± 5 %,,1000,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for Medical Devices classified as GHTF Class C (Japan Class III),Mass Production,(M)Medical (International Class. Ⅲ）,MMASU105SCG820JFNA18,UMK105CG820JV8F,82 pF,1.0x0.5,0.55,50,C0G/CG,± 5 %,,1000,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for Medical Devices classified as GHTF Class C (Japan Class III),Mass Production,(M)Medical (International Class. Ⅲ）,MMASU105SCG101JFNA18,UMK105CG101JV8F,100 pF,1.0x0.5,0.55,50,C0G/CG,± 5 %,,1000,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for Medical Devices classified as GHTF Class C (Japan Class III),Mass Production,(M)Medical (International Class. Ⅲ）,MMASU105SCG121JFNA18,UMK105CG121JV8F,120 pF,1.0x0.5,0.55,50,C0G/CG,± 5 %,,1000,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for Medical Devices classified as GHTF Class C (Japan Class III),Mass Production,(M)Medical (International Class. Ⅲ）,MMASU105SCG151JFNA18,UMK105CG151JV8F,150 pF,1.0x0.5,0.55,50,C0G/CG,± 5 %,,1000,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for Medical Devices classified as GHTF Class C (Japan Class III),Mass Production,(M)Medical (International Class. Ⅲ）,MMASU105SCG181JFNA18,UMK105CG181JV8F,180 pF,1.0x0.5,0.55,50,C0G/CG,± 5 %,,1000,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for Medical Devices classified as GHTF Class C (Japan Class III),Mass Production,(M)Medical (International Class. Ⅲ）,MMASU105SCG221JFNA18,UMK105CG221JV8F,220 pF,1.0x0.5,0.55,50,C0G/CG,± 5 %,,1000,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for Medical Devices classified as GHTF Class C (Japan Class III),Mass Production,(M)Medical (International Class. Ⅲ）,MMASU105SCG271JFNA18,UMK105CG271JV8F,270 pF,1.0x0.5,0.55,50,C0G/CG,± 5 %,,1000,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for Medical Devices classified as GHTF Class C (Japan Class III),Mass Production,(M)Medical (International Class. Ⅲ）,MMASU105SCG331JFNA18,UMK105CG331JV8F,330 pF,1.0x0.5,0.55,50,C0G/CG,± 5 %,,1000,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for Medical Devices classified as GHTF Class C (Japan Class III),Mass Production,(M)Medical (International Class. Ⅲ）,MMASU105SCG391JFNA18,UMK105CG391JV8F,390 pF,1.0x0.5,0.55,50,C0G/CG,± 5 %,,1000,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for Medical Devices classified as GHTF Class C (Japan Class III),Mass Production,(M)Medical (International Class. Ⅲ）,MMASU105SCG471JFNA18,UMK105CG471JV8F,470 pF,1.0x0.5,0.55,50,C0G/CG,± 5 %,,1000,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for Medical Devices classified as GHTF Class C (Japan Class III),Mass Production,(M)Medical (International Class. Ⅲ）,MMASU105SCG561JFNA18,UMK105CG561JV8F,560 pF,1.0x0.5,0.55,50,C0G/CG,± 5 %,,1000,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for Medical Devices classified as GHTF Class C (Japan Class III),Mass Production,(M)Medical (International Class. Ⅲ）,MMASU105SCG681JFNA18,UMK105CG681JV8F,680 pF,1.0x0.5,0.55,50,C0G/CG,± 5 %,,1000,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for Medical Devices classified as GHTF Class C (Japan Class III),Mass Production,(M)Medical (International Class. Ⅲ）,MMASU105SCG821JFNA18,UMK105CG821JV8F,820 pF,1.0x0.5,0.55,50,C0G/CG,± 5 %,,1000,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (Temperature compensating type) for Medical Devices classified as GHTF Class C (Japan Class III),Mass Production,(M)Medical (International Class. Ⅲ）,MMASU105SCG102JFNA18,UMK105CG102JV8F,1000 pF,1.0x0.5,0.55,50,C0G/CG,± 5 %,,1000,-55 to +125,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production (Preferred),"(B)Telecom-Infrastructure, Industrial",MBASU105SB5104KFNA01,UMK105BJ104KVHF,0.1 uF,1.0x0.5,0.55,50,X5R,± 10 %,10,,-55 to +85,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production (Preferred),"(B)Telecom-Infrastructure, Industrial",MBASU105SB5104MFNA01,UMK105BJ104MVHF,0.1 uF,1.0x0.5,0.55,50,X5R,± 20 %,10,,-55 to +85,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production (Preferred),"(B)Telecom-Infrastructure, Industrial",MBASU105SB5473KFNA01,UMK105BJ473KVHF,0.047 uF,1.0x0.5,0.55,50,X5R,± 10 %,5,,-55 to +85,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production (Preferred),"(B)Telecom-Infrastructure, Industrial",MBASU105SB5473MFNA01,UMK105BJ473MVHF,0.047 uF,1.0x0.5,0.55,50,X5R,± 20 %,5,,-55 to +85,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production (Preferred),"(B)Telecom-Infrastructure, Industrial",MBASU105SB5223KFNA01,UMK105BJ223KVHF,0.022 uF,1.0x0.5,0.55,50,X5R,± 10 %,5,,-55 to +85,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production (Preferred),"(B)Telecom-Infrastructure, Industrial",MBASU105SB5223MFNA01,UMK105BJ223MVHF,0.022 uF,1.0x0.5,0.55,50,X5R,± 20 %,5,,-55 to +85,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production (Preferred),"(B)Telecom-Infrastructure, Industrial",MBASU105SB5103KFNA01,UMK105BJ103KVHF,0.01 uF,1.0x0.5,0.55,50,X5R,± 10 %,3.5,,-55 to +85,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production (Preferred),"(B)Telecom-Infrastructure, Industrial",MBASU105SB5103MFNA01,UMK105BJ103MVHF,0.01 uF,1.0x0.5,0.55,50,X5R,± 20 %,3.5,,-55 to +85,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production (Preferred),"(B)Telecom-Infrastructure, Industrial",MBASU105SB5682KFNA01,UMK105BJ682KVHF,6800 pF,1.0x0.5,0.55,50,X5R,± 10 %,2.5,,-55 to +85,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production (Preferred),"(B)Telecom-Infrastructure, Industrial",MBASU105SB5682MFNA01,UMK105BJ682MVHF,6800 pF,1.0x0.5,0.55,50,X5R,± 20 %,2.5,,-55 to +85,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production (Preferred),"(B)Telecom-Infrastructure, Industrial",MBASU105SB5472KFNA01,UMK105BJ472KVHF,4700 pF,1.0x0.5,0.55,50,X5R,± 10 %,2.5,,-55 to +85,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production (Preferred),"(B)Telecom-Infrastructure, Industrial",MBASU105SB5472MFNA01,UMK105BJ472MVHF,4700 pF,1.0x0.5,0.55,50,X5R,± 20 %,2.5,,-55 to +85,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production (Preferred),"(B)Telecom-Infrastructure, Industrial",MBASU105SB5332KFNA01,UMK105BJ332KVHF,3300 pF,1.0x0.5,0.55,50,X5R,± 10 %,2.5,,-55 to +85,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production (Preferred),"(B)Telecom-Infrastructure, Industrial",MBASU105SB5332MFNA01,UMK105BJ332MVHF,3300 pF,1.0x0.5,0.55,50,X5R,± 20 %,2.5,,-55 to +85,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
Multilayer Ceramic Capacitors (High dielectric type) for Telecommunications Infrastructure and Industrial Equipment,Mass Production (Preferred),"(B)Telecom-Infrastructure, Industrial",MBASU105SB5222KFNA01,UMK105BJ222KVHF,2200 pF,1.0x0.5,0.55,50,X5R,± 10 %,2.5,,-55 to +85,0402/1005,1.0 ±0.05,0.5 ±0.05,0.5 ±0.05,Taping Paper 10000pcs,RoHS compliance,
